player,season,team,goals_z,xg_z,crosses_z,boxtouches_z,passes_z,progpasses_z,takeons_z,progruns_z,tackles_z,interceptions_z,clearances_z,blocks_z,aerials_z,fouls_z,fouled_z,nsxg_z
Hector Chumpitaz,1978,Peru,-0.46,-0.4,-0.75,-0.75,0.57,1.22,-0.38,0.05,0.59,1.3,2.38,1.62,0.05,-0.32,-0.39,-0.88
Hugo Sotil,1978,Peru,-0.46,-0.71,-0.75,-0.51,-1.18,-1.22,-0.73,-1.1,-0.98,-1.02,-0.72,-0.57,-0.2,-0.89,-0.39,-0.82
Jaíme Duarte,1978,Peru,-0.46,-0.51,-0.75,-0.69,1.28,1.5,-0.38,0.54,0.24,-0.19,1.0,-0.57,0.55,1.59,0.29,-0.99
José Navarro,1978,Peru,-0.46,-0.71,-0.75,-0.75,-0.82,-0.51,-0.56,-0.85,-0.61,0.07,-0.38,-0.57,-0.2,0.07,-0.73,-0.83
José Velâsquez,1978,Peru,0.63,-0.33,-0.75,-0.57,0.66,-0.02,-0.73,-0.03,1.31,1.14,0.59,1.43,0.55,1.02,-0.56,-0.71
Juan Munante,1978,Peru,-0.46,0.15,2.07,0.22,-0.31,-0.37,2.97,1.69,-0.98,-0.85,-0.72,-0.57,-0.2,0.07,2.0,0.71
Juan Oblitas,1978,Peru,-0.46,0.09,0.19,0.82,0.11,-0.12,2.44,2.19,-0.5,-0.69,-0.66,-0.1,-0.2,0.26,2.34,0.57
Percy Rojas,1978,Peru,-0.46,-0.56,-0.75,-0.75,-1.45,-1.29,-0.56,-1.1,-1.05,-0.93,-0.72,-0.57,-0.69,-1.27,-1.08,-1.01
Ramón Quiroga,1978,Peru,-0.46,-0.71,-0.75,-0.75,0.69,2.21,-0.91,-1.02,-0.88,-1.02,-0.59,-0.57,-0.69,-1.08,0.29,-1.01
Raul Gorriti,1978,Peru,-0.46,-0.67,-0.75,-0.75,-1.41,-1.15,-0.73,-1.02,-0.99,-0.97,-0.66,-0.57,-0.69,-0.89,-1.08,-1.01
Roberto Rojas,1978,Peru,-0.46,-0.49,0.19,-0.27,-1.29,-1.08,-0.73,-0.85,-0.93,-0.83,-0.45,-0.57,-0.69,-0.89,-0.9,-0.61
Rodolfo Manzo,1978,Peru,-0.46,-0.71,-0.75,-0.75,-0.67,-0.55,-0.73,-1.02,-0.16,1.06,2.73,1.57,0.79,1.02,-0.05,-0.93
Rubén Toribio Díaz,1978,Peru,-0.46,-0.71,-0.75,-0.75,-0.65,0.02,-0.38,-0.77,0.35,-0.32,0.17,-0.06,-0.69,0.83,-0.9,-0.98
Teófilo Cubillas,1978,Peru,5.0,3.94,-0.75,0.04,1.63,0.97,1.73,1.86,-0.31,0.0,-0.66,-0.2,-0.45,-1.08,0.63,1.85
Adam Nawalka,1978,Poland,-0.46,-0.44,-0.12,0.4,0.43,0.16,1.21,0.79,0.16,0.9,-0.38,-0.18,1.54,1.4,0.97,0.54
Andrzej Iwan,1978,Poland,-0.46,-0.18,-0.43,0.46,-1.5,-1.25,-0.73,-0.93,-0.81,-1.02,-0.59,-0.57,0.3,-0.7,-0.73,-0.74
Andrzej Szarmach,1978,Poland,0.63,1.25,-0.75,1.91,-0.79,-0.65,-0.2,-0.03,-0.44,-0.51,-0.59,-0.57,2.03,-0.13,0.29,0.59
Antoni Szymanawski,1978,Poland,-0.46,-0.64,0.19,-0.75,1.79,2.5,0.5,2.43,1.78,0.72,0.66,0.21,0.05,-0.32,0.63,-0.06
Bohdan Masztaler,1978,Poland,-0.46,-0.31,0.5,-0.39,-0.09,-0.3,-0.73,-0.28,-0.42,-0.33,-0.52,0.32,-0.69,0.64,-0.73,-0.3
Grzegorz Lato,1978,Poland,1.72,1.49,1.76,2.82,-0.13,-0.3,1.03,0.79,0.73,-0.06,-0.38,-0.57,-0.2,0.45,0.63,2.98
Henryk Kasperczak,1978,Poland,-0.46,-0.2,1.13,-0.33,0.49,0.27,0.32,1.37,1.6,0.62,-0.03,0.75,-0.69,0.83,-0.22,0.55
Henryk Maculewicz,1978,Poland,-0.46,-0.53,1.44,-0.63,0.85,1.82,-0.38,1.53,1.58,0.66,0.52,0.17,0.55,2.17,-0.39,1.72
Jan Tomaszewski,1978,Poland,-0.46,-0.71,-0.75,-0.75,-0.21,0.66,-0.91,-1.1,-1.05,-1.02,-0.59,-0.57,-0.69,-1.27,-1.08,-0.93
Jerzy Gorgon,1978,Poland,-0.46,-0.38,-0.75,-0.45,-0.15,-0.02,-0.91,-0.77,-0.15,-0.43,1.14,0.62,0.3,0.45,-0.56,-0.6
Kazimierz Deyna,1978,Poland,0.63,3.62,3.01,1.37,1.96,1.43,1.21,1.94,-0.46,0.62,-0.45,-0.21,-0.45,-0.51,0.12,3.79
Wladyslaw Zmuda,1978,Poland,-0.46,-0.67,-0.43,-0.69,-0.02,-0.37,-0.56,0.46,1.96,0.35,1.28,-0.57,1.54,1.78,-0.22,-0.47
Wlodzimierz Lubanski,1978,Poland,-0.46,-0.04,-0.12,0.58,-0.99,-0.83,-0.73,-0.44,-0.94,-0.61,-0.72,-0.57,-0.2,-0.89,-0.9,0.9
Wojciech Rudy,1978,Poland,-0.46,-0.67,-0.12,-0.75,-1.05,-0.69,-0.91,-0.93,-1.05,-0.89,-0.59,-0.57,-0.69,-0.7,-0.9,-0.68
Zbigniew Boniek,1978,Poland,1.72,0.67,0.5,0.88,0.35,-0.3,2.26,1.45,-0.16,0.45,-0.59,-0.15,0.05,0.64,1.14,1.28
Zygmunt Kukla,1978,Poland,-0.46,-0.71,-0.75,-0.75,-0.99,-0.69,-0.91,-1.18,-1.05,-1.02,-0.72,-0.57,-0.69,-1.27,-1.08,-1.01
Alan Rough,1978,Scotland,-0.46,-0.71,-0.75,-0.75,0.75,2.57,-0.91,-1.18,-1.05,-1.02,-0.72,-0.57,-0.69,-0.89,-0.73,-0.85
Archie Gemmill,1978,Scotland,3.91,2.6,1.76,-0.14,0.33,0.51,0.5,-0.36,-0.26,0.2,-0.59,0.59,-0.2,0.26,1.31,2.08
Asa Hartford,1978,Scotland,-0.46,1.44,1.13,0.1,1.07,0.37,1.91,1.28,-0.31,0.78,-0.72,0.59,-0.69,0.26,0.97,1.61
Bruce Rioch,1978,Scotland,-0.46,0.53,-0.12,0.34,-0.1,-0.62,0.15,0.3,0.43,-0.73,-0.59,-0.57,-0.2,-0.13,0.29,0.16
Donald Masson,1978,Scotland,-0.46,2.56,-0.12,-0.02,-0.74,-0.41,-0.2,-0.52,-1.05,-0.44,-0.59,-0.57,-0.69,-1.27,-0.73,0.95
Graeme Souness,1978,Scotland,-0.46,-0.71,1.76,-0.02,0.01,-0.55,-0.56,-0.03,-0.68,-1.02,-0.59,-0.57,-0.69,-0.13,-0.73,0.98
Joe Jordan,1978,Scotland,1.72,2.24,-0.75,6.62,0.09,-1.04,1.21,-0.36,0.57,-0.1,-0.59,0.59,6.25,2.55,6.77,1.58
John Robertson,1978,Scotland,-0.46,-0.42,1.76,-0.51,-1.14,-0.62,0.15,-0.52,-0.63,-0.69,-0.72,-0.57,-0.2,-0.89,0.97,0.76
Kenneth Burns,1978,Scotland,-0.46,-0.71,-0.75,0.22,0.3,0.16,-0.91,0.63,0.9,-0.1,0.1,3.2,0.3,-0.51,-0.39,0.22
Kenny Dalglish,1978,Scotland,1.72,1.94,1.76,3.84,0.22,0.3,-0.91,-0.36,-0.21,-0.69,-0.59,-0.57,-0.2,0.26,0.97,1.2
Lou Macari,1978,Scotland,-0.46,-0.38,-0.75,0.22,-0.93,-0.9,-0.91,-0.85,-0.21,-0.69,-0.72,-0.57,-0.69,-0.89,-0.05,-0.72
Martin Buchan,1978,Scotland,-0.46,-0.71,-0.12,-0.63,0.86,0.94,-0.56,-0.52,2.71,0.83,1.35,1.9,0.3,0.64,-0.73,-0.19
Sandy Jardin,1978,Scotland,-0.46,-0.53,-0.12,-0.75,-0.42,-0.33,-0.56,-0.36,-0.21,-0.02,-0.31,-0.57,-0.2,-0.89,-0.73,-0.47
Stuart Kennedy,1978,Scotland,-0.46,-0.71,0.5,-0.63,0.27,0.94,0.15,0.3,0.43,0.15,0.52,-0.57,-0.69,-0.13,-0.39,-0.31
Tom Forsyth,1978,Scotland,-0.46,0.38,-0.75,-0.27,0.35,0.59,-0.2,-0.36,0.48,1.71,1.21,-0.57,2.28,0.64,-0.39,-0.63
William Johnston,1978,Scotland,-0.46,-0.64,2.38,-0.63,-1.03,-0.41,0.15,0.13,-1.05,-0.73,-0.72,-0.57,0.3,-1.27,-0.39,0.06
Willie Donachie,1978,Scotland,-0.46,-0.34,1.76,-0.63,0.38,1.43,-0.2,-0.03,-0.31,-0.39,0.24,0.74,-0.69,-0.89,-0.39,0.98
Antonio Olmo,1978,Spain,-0.46,-0.71,-0.75,-0.75,0.38,0.44,-0.91,-0.36,-1.05,1.49,0.66,3.19,0.79,-0.13,-0.39,-0.88
Asensi,1978,Spain,1.72,0.71,-0.75,0.1,2.19,0.23,0.85,-0.03,2.7,1.96,-0.31,-0.57,0.79,-0.13,0.29,-0.09
Biosca,1978,Spain,-0.46,-0.56,-0.75,-0.51,-0.34,-0.55,-0.56,-0.52,0.33,1.49,0.66,-0.57,0.79,-0.51,0.29,-1.01
Carlos Rexach,1978,Spain,-0.46,0.6,-0.12,0.34,-1.14,-0.9,1.56,-0.85,0.11,-1.02,-0.59,-0.57,-0.69,-0.13,-0.39,-0.35
Dani,1978,Spain,1.72,0.02,-0.75,-0.39,-1.3,-1.25,-0.2,-0.69,-0.66,-0.71,-0.72,-0.57,-0.69,0.26,-0.73,-0.6
Jesús Antonio de la Cruz,1978,Spain,-0.46,-0.6,-0.75,-0.75,-0.77,-0.83,-0.56,-1.02,0.88,0.21,-0.17,-0.57,-0.69,-0.13,-0.73,-0.85
Jose Martinez Pirri,1978,Spain,-0.46,-0.64,-0.75,-0.39,1.52,1.01,1.21,0.79,0.18,2.05,0.24,2.08,-0.2,-0.13,-0.39,-0.69
Juanito,1978,Spain,-0.46,1.73,0.5,1.55,-0.05,-0.26,0.15,0.46,-1.05,-0.29,-0.72,1.75,-0.69,-0.51,2.0,1.48
Julio Cardenosa,1978,Spain,-0.46,0.56,1.13,0.46,1.66,1.01,0.85,2.11,0.24,0.99,-0.72,-0.57,-0.69,-1.27,0.63,1.93
Leal,1978,Spain,-0.46,0.6,1.13,0.46,1.87,0.3,1.91,0.46,0.44,0.55,-0.45,-0.57,-0.69,0.64,1.65,0.38
Marcelino,1978,Spain,-0.46,-0.64,1.13,-0.51,2.51,2.42,-0.56,0.63,1.76,2.69,0.24,4.63,-0.2,1.02,0.97,0.38
Miguel Bernardo Migueli,1978,Spain,-0.46,-0.71,-0.75,-0.75,0.22,-0.33,-0.56,-0.03,1.6,-0.13,0.38,0.64,0.3,-0.51,-0.39,-0.6
Miguel Ángel,1978,Spain,-0.46,-0.71,-0.75,-0.75,1.47,2.28,-0.91,-1.18,-1.05,-1.02,-0.72,-0.57,-0.69,-1.27,-0.73,-0.91
Rubén Cano,1978,Spain,-0.46,0.13,-0.75,0.94,-1.19,-1.32,-0.91,-1.02,-0.66,-0.1,-0.72,-0.57,0.3,-0.13,-1.08,-0.98
San José,1978,Spain,-0.46,-0.6,-0.75,-0.63,1.34,0.16,1.56,1.12,-0.2,3.45,-0.31,-0.57,1.29,-0.51,2.34,-0.5
Santillana,1978,Spain,-0.46,0.67,-0.75,1.31,-0.87,-0.97,-0.56,-0.69,-0.59,-1.02,-0.72,-0.57,3.28,-1.27,0.29,0.76
Uría,1978,Spain,-0.46,-0.16,2.38,-0.02,0.33,0.94,0.85,0.46,0.24,0.23,-0.59,-0.57,-0.69,0.26,0.97,0.41
Anders Linderoth,1978,Sweden,-0.46,-0.42,1.13,-0.27,0.19,-0.48,0.5,0.46,-0.91,-0.17,-0.31,-0.57,-0.2,-1.27,1.31,1.45
Benny Wendt,1978,Sweden,-0.46,0.13,-0.12,2.03,-0.71,-0.62,0.15,-0.52,-0.86,-0.87,-0.59,-0.57,1.29,1.02,2.0,-0.09
Björn Nordqvist,1978,Sweden,-0.46,-0.71,-0.75,-0.75,1.1,1.5,-0.91,0.63,-0.01,0.05,1.49,0.33,-0.2,0.26,-0.39,-0.31
Bo Larsson,1978,Sweden,-0.46,-0.42,2.38,-0.51,1.34,1.93,0.15,1.61,0.13,0.41,0.52,0.45,-0.2,1.78,0.29,3.35
Conny Torstensson,1978,Sweden,-0.46,-0.45,-0.12,-0.63,-1.14,-1.04,-0.91,-0.52,-0.47,-0.87,-0.72,-0.57,-0.69,-0.89,-0.73,-0.79
Hasse Borg,1978,Sweden,-0.46,-0.71,1.13,-0.75,1.13,1.86,1.91,2.93,0.17,2.08,0.1,-0.57,-0.69,2.55,0.29,1.71
Ingemar Erlandsson,1978,Sweden,-0.46,-0.49,3.01,0.22,1.15,2.21,0.15,1.28,0.46,0.81,0.38,1.21,0.79,1.78,-0.73,1.14
Lennart Larsson,1978,Sweden,-0.46,1.18,1.13,2.39,0.94,0.16,0.5,1.28,-0.05,-0.2,-0.17,1.06,2.28,1.78,0.63,2.65
Olle Nordin,1978,Sweden,-0.46,-0.71,-0.12,-0.51,-0.95,-1.04,-0.56,-0.52,-0.62,-0.79,-0.45,-0.57,-0.69,-1.27,-0.73,-0.28
Ralf Edström,1978,Sweden,-0.46,0.67,-0.75,2.76,-1.25,-1.25,-0.91,-1.02,-0.86,-0.91,-0.45,-0.57,3.77,-0.13,-0.39,-0.19
Ronnie Hellström,1978,Sweden,-0.46,-0.71,-0.75,-0.75,0.67,1.86,-0.91,-1.02,-1.05,-1.02,-0.72,-0.57,-0.69,-1.27,-0.73,-1.01
Roy Andersson,1978,Sweden,-0.46,-0.38,-0.75,-0.75,0.03,0.37,-0.2,-0.52,0.85,1.6,1.21,-0.11,-0.2,-0.89,-1.08,-0.57
Staffan Tapper,1978,Sweden,-0.46,-0.45,-0.12,-0.63,-0.39,-0.26,-0.91,-0.85,-0.09,0.15,-0.45,-0.57,-0.69,-1.27,-0.73,0.47
Thomas Sjöberg,1978,Sweden,1.72,2.64,-0.12,2.51,-0.66,-1.18,-0.2,-0.36,0.05,-0.71,-0.72,-0.57,0.3,1.4,3.02,-0.28
Torbjörn Nilsson,1978,Sweden,-0.46,-0.71,0.5,-0.14,-1.27,-0.97,-0.56,-1.18,-1.05,-1.02,-0.72,-0.57,-0.2,1.02,-1.08,-0.44
Abderraouf Ben Aziza,1978,Tunisia,-0.46,0.53,-0.75,0.34,-1.19,-1.18,-0.56,-1.02,0.0,-0.69,-0.59,0.09,-0.2,-0.51,-1.08,-0.44
Ali Kaabi,1978,Tunisia,1.72,0.82,1.76,-0.02,2.0,2.14,-0.56,-0.36,1.45,0.06,2.04,-0.57,0.79,1.4,-0.73,0.7
Khaled Gasmi,1978,Tunisia,-0.46,-0.71,-0.12,-0.51,-0.18,-0.33,-0.91,-0.85,2.78,0.01,0.38,-0.57,-0.2,0.64,-0.73,-0.35
Mohamed Akid,1978,Tunisia,-0.46,1.22,-0.75,1.18,-0.23,-0.97,0.15,-1.02,-0.13,-0.16,-0.59,0.34,4.27,0.64,-0.39,0.98
Mohamed Ben Rehaiem,1978,Tunisia,-0.46,0.53,3.01,1.06,0.99,0.94,0.15,2.6,-0.63,-0.07,-0.03,0.34,-0.2,0.64,-0.73,1.45
Mohsen Labidi,1978,Tunisia,-0.46,-0.24,-0.75,-0.14,-0.21,-0.69,-0.91,-0.85,0.75,0.62,4.52,0.09,0.79,-0.51,-0.39,-1.01
Mokhtar Dhouib,1978,Tunisia,1.72,-0.42,1.76,-0.14,1.31,0.87,-0.56,-0.69,2.2,0.81,2.73,2.11,-0.69,0.26,-0.39,0.16
Mokhtar Naili,1978,Tunisia,-0.46,-0.71,-0.75,-0.75,0.59,1.65,-0.91,-1.18,-1.05,-1.02,-0.31,-0.57,-0.69,-0.89,0.97,-1.01
Néjib Ghommidh,1978,Tunisia,1.72,-0.16,-0.75,-0.02,0.14,-0.26,1.91,-0.19,1.09,0.75,-0.17,1.0,-0.69,0.64,0.29,0.29
Omar Jebali,1978,Tunisia,-0.46,-0.38,-0.75,-0.75,0.35,-0.19,-0.91,-0.69,1.32,0.97,3.83,5.21,1.29,0.64,-0.73,-0.85
Tarak Dhiab,1978,Tunisia,-0.46,0.09,0.5,-0.02,1.39,0.8,2.26,1.78,0.51,0.22,-0.45,-0.57,0.79,0.64,1.31,0.44
Témime Lahzami,1978,Tunisia,-0.46,-0.49,0.5,-0.14,0.67,0.23,2.26,0.3,-0.34,0.06,-0.45,-0.57,-0.2,1.78,0.63,0.92
Bernard Dietz,1978,West Germany,-0.46,-0.58,-0.75,-0.57,0.63,0.8,0.32,0.46,1.58,0.84,1.07,0.87,0.05,-0.13,0.12,-0.83
Bernd Hölzenbein,1978,West Germany,0.63,-0.09,-0.75,-0.08,-0.15,0.05,-0.03,0.79,0.13,-0.93,-0.52,-0.57,-0.45,-0.13,-0.56,-0.31
Berti Vogts,1978,West Germany,-0.46,-0.71,-0.75,-0.69,0.23,0.02,-0.91,-0.28,1.23,2.71,1.21,0.13,0.3,0.07,-0.22,-0.58
Dieter Müller,1978,West Germany,1.72,0.4,-0.12,1.18,-0.7,-0.94,-0.03,-0.03,-0.61,-0.8,-0.59,-0.57,-0.45,-0.7,-0.05,0.84
Erich Beer,1978,West Germany,-0.46,-0.38,0.19,-0.14,-0.39,-0.58,-0.73,-0.03,-0.42,-0.62,-0.24,0.42,-0.45,-0.89,-0.39,-0.22
Hans-Peter Müller,1978,West Germany,0.63,0.18,-0.75,0.52,0.25,-0.12,1.03,1.53,0.63,-0.49,-0.38,-0.57,-0.69,-0.32,-0.05,0.35
Harald Konopka,1978,West Germany,-0.46,-0.71,-0.75,-0.75,-1.45,-1.25,-0.91,-1.1,-1.05,-1.02,-0.66,-0.57,-0.69,-0.89,-0.56,-1.01
Heinz Flohe,1978,West Germany,1.72,0.16,1.76,0.16,1.22,0.59,1.56,1.78,0.34,-0.23,-0.59,-0.22,-0.2,-0.51,-0.05,1.97
Herbert Zimmerman,1978,West Germany,-0.46,-0.71,-0.75,-0.63,-1.01,-0.79,0.15,-0.61,0.23,-0.72,0.1,-0.22,0.05,-1.08,-0.39,-0.68
Josef Maier,1978,West Germany,-0.46,-0.71,-0.75,-0.75,0.67,1.75,-0.91,-1.18,-1.05,-1.02,-0.72,-0.57,-0.69,-1.08,-0.39,-1.01
Karl-Heinz Rummenigge,1978,West Germany,2.81,0.58,0.5,0.7,0.66,-0.12,1.56,3.09,0.3,0.12,-0.45,0.42,0.05,1.4,1.48,0.66
Klaus Fischer,1978,West Germany,-0.46,0.89,0.82,1.91,-0.82,-1.04,0.5,0.05,-1.05,-0.71,-0.66,-0.57,1.79,-0.32,0.8,0.3
Manfred Kaltz,1978,West Germany,-0.46,-0.64,-0.75,-0.57,2.07,1.68,0.68,3.09,-0.07,1.14,2.11,2.16,0.55,-0.51,-0.05,-0.82
Rainer Bonhof,1978,West Germany,-0.46,0.91,3.32,-0.08,0.99,1.08,0.15,1.69,1.47,0.74,0.38,2.19,0.3,0.83,-0.05,2.59
Rolf Rüssmann,1978,West Germany,-0.46,-0.4,-0.75,-0.33,0.33,0.13,-0.56,0.13,0.48,2.79,2.38,2.54,0.79,0.64,-0.39,-0.69
Rüdiger Abramczik,1978,West Germany,0.63,0.16,-0.12,0.34,-0.65,-0.69,0.32,0.79,-0.73,-0.77,-0.66,-0.16,0.05,-0.7,1.48,-0.35
Angel Bargas,1974,Argentina,-0.41,-0.65,-0.62,-0.64,-0.28,-0.55,0.09,-0.61,-0.49,-0.1,-0.34,0.16,-0.37,0.7,-0.71,-0.84
Augustin Balbuena,1974,Argentina,-0.41,-0.05,-0.62,0.69,-0.67,-0.7,0.09,-0.22,-0.83,0.23,-0.71,-0.54,-0.63,0.04,0.26,-0.14
Carlos Babington,1974,Argentina,0.66,1.57,1.77,0.11,2.45,1.55,1.38,2.53,1.44,0.55,-0.56,0.36,-0.37,0.7,0.75,2.94
Carlos Squeo,1974,Argentina,-0.41,-0.69,-0.62,-0.7,-0.75,-0.79,-0.28,-0.45,-0.49,-0.71,-0.56,-0.19,-0.63,-0.46,-0.71,-0.84
Daniel Carnevali,1974,Argentina,-0.41,-0.69,-0.62,-0.7,0.2,1.28,-0.83,-1.07,-1.07,-0.99,-0.49,-0.54,-0.37,-1.12,-0.87,-0.84
Enrique Wolff,1974,Argentina,-0.41,-0.13,0.28,-0.46,0.59,1.13,1.57,0.62,1.45,1.13,-0.05,0.22,-0.37,-0.46,0.26,0.11
Francisco Sa,1974,Argentina,-0.41,-0.58,-0.62,-0.64,0.11,0.47,-0.28,-0.15,1.08,0.88,-0.27,-0.14,0.44,0.2,-0.71,-0.72
Hector Yazalde,1974,Argentina,1.72,0.66,-0.62,0.69,-1.14,-1.15,-0.64,-0.53,-1.07,-0.99,-0.71,-0.54,-0.63,-0.95,0.43,0.04
Jorge Carrascosa,1974,Argentina,-0.41,-0.69,-0.62,-0.7,-0.98,-0.7,-0.64,-0.84,-0.51,-0.7,-0.42,0.31,-0.37,-0.79,-0.71,-0.84
Mario Kempes,1974,Argentina,-0.41,1.28,-0.02,1.33,-0.56,-0.82,1.01,0.01,-0.46,-0.53,-0.71,-0.04,-0.63,0.86,0.59,0.75
Miguel Angel Brindisi,1974,Argentina,0.66,-0.09,-0.32,-0.12,-0.21,-0.49,1.01,-0.15,-0.46,-0.75,-0.71,-0.54,-0.37,0.53,0.1,0.17
Ramón Heredia,1974,Argentina,0.66,-0.29,-0.62,-0.41,1.68,1.34,1.2,0.16,0.42,1.5,0.62,0.04,-0.1,-0.46,-0.22,-0.35
Rene Houseman,1974,Argentina,2.78,0.86,-0.02,0.75,-0.38,-0.49,-0.28,1.08,-0.39,0.04,-0.64,-0.54,-0.63,-0.46,1.08,0.23
Roberto Perfumo,1974,Argentina,-0.41,-0.67,-0.62,-0.7,-0.34,-0.34,-0.28,-0.22,1.48,0.93,0.91,1.74,0.17,1.36,-0.39,-0.81
Roberto Telch,1974,Argentina,-0.41,-0.65,-0.02,-0.7,0.77,0.05,0.46,-0.15,0.19,1.86,-0.05,0.36,-0.1,-0.29,-0.39,-0.32
Ruben Ayala,1974,Argentina,0.66,0.84,-0.02,1.15,-0.28,-0.28,0.09,1.0,1.1,-0.75,-0.64,0.16,-0.63,-0.46,3.19,0.13
Ruben Glaria,1974,Argentina,-0.41,-0.67,-0.62,-0.7,-0.48,-0.16,-0.46,-0.84,-0.54,-0.79,-0.49,-0.19,-0.63,0.04,-1.04,-0.68
Ubaldo Fillol,1974,Argentina,-0.41,-0.69,-0.62,-0.7,-1.34,-0.85,-0.83,-1.07,-1.07,-0.99,-0.71,-0.54,-0.63,-1.12,-1.04,-0.84
Adrian Alston,1974,Australia,-0.41,0.39,-0.62,1.04,-0.16,-0.91,0.65,0.16,-0.26,-0.23,-0.71,-0.54,0.97,2.18,1.89,0.65
Attila Abonyi,1974,Australia,-0.41,-0.15,-0.62,-0.35,-0.38,-0.79,-0.83,0.16,-0.46,-0.82,-0.56,-0.54,-0.1,0.53,-0.39,-0.66
Branko Buljevic,1974,Australia,-0.41,-0.4,-0.62,1.15,-0.4,-1.03,0.65,1.08,0.29,-0.53,-0.42,-0.54,2.58,-0.13,0.59,-0.48
Colin Curran,1974,Australia,-0.41,-0.52,-0.02,-0.46,-0.06,0.41,-0.46,0.16,0.44,0.01,0.91,-0.16,-0.1,-0.46,0.59,-0.45
Doug Utjesenovic,1974,Australia,-0.41,-0.69,-0.62,-0.7,0.21,0.89,-0.46,-0.61,-0.2,0.29,1.5,0.46,0.44,-0.79,-1.04,-0.42
Ernie Campbell,1974,Australia,-0.41,-0.69,-0.62,-0.58,-1.41,-1.03,-0.83,-0.3,-1.07,-0.99,-0.71,-0.54,-0.63,-1.12,-1.04,-0.84
Jack Reilly,1974,Australia,-0.41,-0.69,-0.62,-0.7,0.45,1.67,-0.83,-1.07,-1.07,-0.99,-0.42,-0.54,-0.1,-1.12,-0.39,-0.78
James Rooney,1974,Australia,-0.41,-0.69,0.58,-0.58,0.6,-0.31,0.28,0.31,0.47,-0.72,-0.27,0.63,-0.1,-0.13,1.24,0.2
Jimmy Mackay,1974,Australia,-0.41,0.31,-0.62,-0.35,0.45,-0.19,-0.09,0.16,0.29,-0.25,0.62,-0.05,-0.63,-0.13,-0.39,-0.42
John Warren,1974,Australia,-0.41,-0.65,-0.62,-0.7,-1.07,-0.67,-0.83,-1.07,-0.44,-0.99,-0.12,-0.54,-0.63,-0.46,-0.39,-0.69
Manfred Schäfer,1974,Australia,-0.41,-0.69,-0.62,-0.7,-0.45,-0.37,-0.09,-0.45,-0.38,0.58,2.39,1.59,-0.1,-0.46,-1.04,-0.63
Peter Ollerton,1974,Australia,-0.41,-0.48,-0.02,-0.35,-1.29,-1.03,-0.83,-1.07,-1.07,-0.82,-0.71,-0.54,-0.1,-0.46,-1.04,-0.63
Peter Wilson,1974,Australia,-0.41,-0.69,-0.62,-0.35,0.28,0.29,-0.46,0.01,-0.28,-0.39,5.78,0.91,0.44,0.2,-0.71,-0.57
Ray Richards,1974,Australia,-0.41,-0.48,0.58,-0.35,0.13,0.11,1.01,0.31,0.18,-0.61,0.17,-0.33,1.51,0.2,0.26,0.59
Alfredo Mostarda Filho,1974,Brazil,-0.41,-0.69,-0.62,-0.7,-1.2,-0.88,-0.67,-1.0,-1.07,-0.44,-0.02,-0.54,0.05,-1.12,-1.04,-0.84
Carpeggiani,1974,Brazil,-0.41,0.04,-0.36,-0.1,1.91,0.51,0.12,0.51,1.82,1.42,-0.2,0.96,-0.41,0.01,-0.48,0.4
Dirceu,1974,Brazil,-0.41,-0.49,0.92,-0.25,0.04,-0.03,-0.51,-0.61,0.62,0.3,-0.58,-0.22,-0.63,0.16,-0.48,0.28
Edu,1974,Brazil,-0.41,-0.46,0.92,-0.3,-1.14,-0.93,-0.35,-0.28,-1.07,-0.99,-0.71,-0.54,-0.63,-0.98,-0.62,-0.06
Jairzinho,1974,Brazil,1.42,1.39,-0.1,1.68,0.32,-0.75,2.17,0.64,0.19,-0.28,-0.65,0.35,0.74,1.85,3.14,1.33
Leivinha,1974,Brazil,-0.41,0.04,-0.62,0.15,-1.11,-1.16,-0.83,-0.74,-0.05,-0.87,-0.71,-0.54,-0.63,-0.84,-0.06,-0.67
Leão,1974,Brazil,-0.41,-0.69,-0.62,-0.7,0.32,1.39,-0.83,-1.07,-1.07,-0.99,-0.71,-0.54,-0.63,-0.98,-1.04,-0.84
Luís Edmundo Pereira,1974,Brazil,-0.41,-0.47,-0.62,-0.2,0.87,0.2,0.28,0.51,1.46,1.68,1.06,0.7,0.74,1.0,0.08,-0.39
Manoel Rezende de Matos Cabral,1974,Brazil,-0.41,-0.4,0.41,-0.7,-0.12,-0.11,-0.51,0.38,0.61,-0.3,-0.2,-0.54,-0.41,-0.55,-0.76,0.08
Marinho Chagas,1974,Brazil,-0.41,0.08,-0.36,-0.25,1.49,1.31,2.17,1.49,1.43,1.45,0.55,0.54,-0.18,0.01,0.5,0.42
Marinho Peres,1974,Brazil,-0.41,-0.69,-0.62,-0.5,1.12,0.69,-0.51,0.31,1.67,1.72,1.5,0.99,1.43,0.3,0.64,-0.67
Mirandinha,1974,Brazil,-0.41,-0.19,-0.62,0.24,-1.32,-1.13,-0.51,-0.74,-1.07,-0.81,-0.65,-0.54,-0.41,-0.41,-0.2,-0.65
Parana de Barros Ademir,1974,Brazil,-0.41,-0.62,-0.62,-0.7,-1.01,-0.98,-0.67,-0.74,-0.62,-0.99,-0.71,-0.54,-0.63,-0.84,-0.76,-0.72
